7.744639999999999302e-01,7.845120000000000982e-01,7.907040000000000735e-01,7.917680000000000273e-01,7.926040000000000862e-01,7.932720000000000882e-01,7.934960000000000901e-01,7.937520000000001241e-01,7.940000000000000391e-01,7.941840000000001121e-01,7.943760000000000820e-01,7.944560000000000510e-01,7.945560000000001510e-01,7.946800000000001640e-01,7.947080000000001920e-01,7.946760000000001600e-01
7.742720000000000713e-01,7.855520000000000280e-01,7.932759999999999811e-01,7.954840000000001909e-01,7.964760000000000728e-01,7.969480000000001008e-01,7.972360000000000557e-01,7.974320000000001407e-01,7.975960000000000827e-01,7.978080000000000727e-01,7.978120000000001877e-01,7.978200000000001957e-01,7.978720000000001367e-01,7.978880000000001527e-01,7.979400000000002047e-01,7.979080000000000616e-01
7.741919999999999913e-01,7.855320000000001190e-01,7.937239999999999851e-01,7.969160000000000688e-01,7.981599999999999806e-01,7.984879999999999756e-01,7.989680000000000115e-01,7.995840000000000725e-01,7.999159999999999604e-01,8.000440000000000884e-01,8.001480000000000814e-01,8.002399999999999514e-01,8.003720000000000834e-01,8.002920000000001144e-01,8.005320000000001324e-01,8.005600000000001604e-01
7.741799999999999793e-01,7.855400000000000160e-01,7.937920000000000531e-01,7.971880000000000077e-01,7.988320000000002086e-01,8.004640000000001754e-01,8.015040000000001053e-01,8.018800000000000372e-01,8.024400000000000421e-01,8.031119999999999370e-01,8.034240000000000270e-01,8.035200000000001230e-01,8.034360000000001500e-01,8.036320000000001240e-01,8.038360000000002170e-01,8.040680000000002270e-01
7.741680000000000783e-01,7.855400000000000160e-01,7.938320000000000931e-01,7.971760000000001067e-01,7.989880000000000315e-01,8.037280000000001090e-01,8.041120000000001600e-01,8.061519999999999797e-01,8.069479999999999986e-01,8.069640000000001256e-01,8.072799999999998866e-01,8.076680000000001636e-01,8.082600000000000895e-01,8.083120000000001415e-01,8.084840000000002025e-01,8.084280000000001465e-01
7.741680000000000783e-01,7.855400000000000160e-01,7.937840000000000451e-01,7.972520000000000717e-01,7.992040000000001365e-01,8.049240000000000839e-01,8.090160000000000684e-01,8.102200000000001623e-01,8.104919999999999902e-01,8.115560000000000551e-01,8.123480000000000700e-01,8.124920000000001030e-01,8.125440000000001550e-01,8.126960000000000850e-01,8.129880000000001550e-01,8.131760000000000099e-01
7.741680000000000783e-01,7.855440000000000200e-01,7.937800000000000411e-01,7.972720000000002027e-01,7.993680000000000785e-01,8.050479999999999858e-01,8.120520000000001071e-01,8.129880000000001550e-01,8.148960000000002868e-01,8.150479999999999947e-01,8.151120000000000587e-01,8.156880000000000797e-01,8.161319999999999686e-01,8.163040000000000296e-01,8.164120000000000266e-01,8.163120000000001486e-01
7.741680000000000783e-01,7.855440000000000200e-01,7.937920000000000531e-01,7.973480000000000567e-01,7.994080000000001185e-01,8.050840000000001329e-01,8.124399999999999400e-01,8.161840000000001316e-01,8.164280000000001536e-01,8.168919999999999515e-01,8.172479999999999745e-01,8.174320000000001585e-01,8.175880000000000924e-01,8.177000000000000934e-01,8.177079999999999904e-01,8.179120000000000834e-01
7.741680000000000783e-01,7.855519999999999170e-01,7.937879999999999381e-01,7.973640000000001837e-01,7.994879999999999765e-01,8.050960000000000338e-01,8.125519999999999410e-01,8.172280000000000655e-01,8.174880000000002145e-01,8.178680000000000394e-01,8.179760000000001474e-01,8.179920000000000524e-01,8.182440000000001934e-01,8.184160000000000323e-01,8.185160000000000213e-01,8.185040000000001204e-01
7.741680000000000783e-01,7.855560000000000320e-01,7.938279999999999781e-01,7.973320000000001517e-01,7.995400000000001395e-01,8.052080000000000348e-01,8.125839999999999730e-01,8.173239999999999394e-01,8.179120000000000834e-01,8.181960000000000344e-01,8.183960000000001234e-01,8.185800000000001964e-01,8.187600000000001543e-01,8.190319999999999823e-01,8.191240000000000743e-01,8.191000000000000503e-01
7.741680000000000783e-01,7.855400000000000160e-01,7.938439999999999941e-01,7.973560000000000647e-01,7.995480000000000365e-01,8.051360000000000738e-01,8.126079999999999970e-01,8.173759999999999915e-01,8.179040000000000754e-01,8.188520000000000243e-01,8.181560000000001054e-01,8.194639999999999702e-01,8.196000000000001062e-01,8.197480000000000322e-01,8.198119999999999852e-01,8.190280000000000893e-01
7.741680000000000783e-01,7.855440000000000200e-01,7.938359999999999861e-01,7.973480000000000567e-01,7.995480000000000365e-01,8.051320000000000698e-01,8.125999999999999890e-01,8.173600000000000865e-01,8.179320000000001034e-01,8.188919999999999533e-01,8.188640000000001473e-01,8.199440000000001172e-01,8.194840000000001012e-01,7.859280000000001820e-01,8.202880000000000171e-01,8.169440000000001145e-01
7.741680000000000783e-01,7.855440000000000200e-01,7.938399999999999901e-01,7.973480000000000567e-01,7.995480000000000365e-01,8.051120000000000498e-01,8.127520000000000300e-01,8.173280000000000545e-01,8.180600000000002314e-01,8.188880000000000603e-01,8.191680000000001183e-01,8.200000000000002842e-01,8.078600000000001335e-01,8.200840000000001462e-01,8.190159999999998552e-01,8.190400000000002123e-01
